롱 리브 더 킹: 목포 영웅,10,"해바라기 이후로 김래원배우의 대표작이되지않을까 싶다! 처음에 개연성이 살짝없는 느낌이긴한데, 배우들의 연기력과 코믹요소들이 넘치는 영화였다!아 그리고 김보정배우를 스크린에서 보니까 너무 좋다☆깨알보는재미☆"
롱 리브 더 킹: 목포 영웅,7,그냥 딱 깔끔하게 킬링타임용으로 좋음 내용이 좋은게 아니라 배우들이 잘함
쓰리 세컨즈,9,지루할거란 나의 예상을 뒤집은 영화.연출력이 뛰어나서 몰입하며 봤다.
돈,8,부자가 되고 싶다. 나도
어린 의뢰인,10,"어른이란 무엇인지, 진정한 어른이 무엇인지 깨닫게 해주는 영화."
롱 리브 더 킹: 목포 영웅,2,노잼개연성 너무 없고웃음포인트랑 진지한 포인트잘 못 짚음
기생충,9,보다가 내가 쫄려서 못보겠는 영화
알라딘,10,기대하고 봐도 재밌을 작품
스파이더맨: 뉴 유니버스,10,정말 재밌게 잘 봤습니다 아주 신나는 영화였습니다
토이 스토리 4,10,언제나 실망시키지 않은 토이스토리 영원하라~~
어스,8,겟아웃이 더잼남ㅎㅎㅎ
토이 스토리 4,10,"전편에서 늘 나오던 ""난 너의 친구야"" 노래 나오는데 울컥..눈물이...아이들에겐 장난감은 단순한 물건에 끝나지 않지.. 그 마음은 장난감만이 알아.딸 보여주러 갔다가 내가 울고 옴."
알라딘,10,윌스미스 너무 좋아~!!
기생충,10,재밌내요 재밌어요ㅎㅎ
영웅본색,10,내 기준 대부보다 재밌음.
롱 리브 더 킹: 목포 영웅,10,마지막 연설때 좀 설렜다.
토이 스토리 4,10,다른이들을 위해 자신의 소중한 것들을 기꺼이 내주는 우디
인셉션,10,다들 다 틀렸다! 팽이가 누구꺼라 했지?
토이 스토리 4,10,어렸을 때부터 수십번씩 봤던 영화라서 그런지 보면서 눈물 났다 토이스토리 진짜 사랑함 진짜 내 오랜 친구 안녕
토이 스토리 4,2,별점 0점없나... 토이스토리의 추억을 생각하면서 봤는데 정말 노잼... 옆에 다정색하고있어서 놀랐다 ㅋㅋㅋ
0.0MHz,10,메인 귀신은 너무 cg 티가 나서 전혀 안무서움...게임느낌나서 하나도 안무섭고 도로 귀신이 젤 무서움 ㅠㅠ
가벼운 잠,4,극장에서는 무거운 잠.
슬리핑 뷰티,7,할 얘기가 많지만 들어줄 만할 때.
형사 Duelist,10,한번보고나서 잊혀지지않아 계속 보고있고 ost찾아서 듣고있음 어찌그리 처연한 눈빛을하고있을까? 과연 지금 20대 배우중 저런 감성의 연기와 외모를 보여줄수있는 이가 있을지 의문이다
기생충,9,뭐 저런사람들이 다 있어~ 하면서도 다음이 궁금해지는 영화
사탄의 인형,10,호불호 갈리길래 기대좀내려놓고 봤는데 재밌네요ㅋㅋ 기우였습니다 처키 시리즈 흥미롭게 봤던 사람이라면 충분히 재밌게 볼거에요! ai 인형 컨셉 처키ㅋㅋ 보면서 처키1 생각도 많이 났네요ㅎㅎ
쟈니 잉글리쉬2 : 네버다이,4,정통과 코믹 사이에서 줄타기 하다가 넘어진 듯
배심원들,10,가끔 영화 중간중간에 묵직한 질문들을 던지는 것 같아요. 자극적이고 억지스러운 전개가 아니라서 좋았습니다. 지루하지는 않았어요.
토이 스토리 4,10,토이스토리는 어른들을 위한 영화..
너의 췌장을 먹고 싶어,9,스토리 자체는 특별하지 않지만 여주인공의 눈웃음 하나로 모두 커버되는 영화 여주와 남주가 역할에 너무 잘어울려서 스토리를 커버하고도 남을정도로 매력있는 영화
기생충,1,이 영화가 왜 수상했는지 모르겠다.
토이 스토리 4,10,믿고보는 디즈니.. 무슨 말이 더 필요할까?
알라딘,10,굿입니다요 굿굿굿굿귯
기생충,10,결말이 정말 마음에 들어요 기억에 오래오래 남을것같습니다.
리즈와 파랑새,10,잔잔하게 보다가 어느샌가 밀려오는 감동. 뭘까.
토이 스토리 4,10,"명불허전 디즈니 픽사의 최고 명작시리즈.나도모르게 나른해지고 동심으로 돌아가 기분좋아지는영화...이거보고 토이스토리1,2,3 정주행한번씩 더하러갑니다."
알라딘,10,월스미스 너무멋져요~!
롱 리브 더 킹: 목포 영웅,10,영화 재밌게봤습니다!! 진짜!
귀 없는 토끼,5,틸 OO이거의 어설픈 로맨틱 코미디 도전.
철벽선생,10,아직 안봤지만 볼 영화에요 ㅠㅠ
종횡사해,10,"보는 내내 웃으면서 봤는데, 장국영을 생각하면 한편으론 마음이 아프다 ㅠ"
베스와 베라,1,기분 개더러워요 보지마세요
알라딘,10,최고의 실사영화였다 그리고 드디어 자스민에게 아리아가 생겼다
알라딘,10,보는동안 내내 행복한 시간이였고 덕분에 힐링많이되었던 ㅠㅠㅠ 노래너무좋아요 사랑해 자스민 알라딘 지니 ?
원티드,10,이 영화 개 꿀잼! 엔딩도 굉장히 나이스하고 여러번 봐도 안 질림ㅋㅋ
토이 스토리 4,10,만남의 기쁨에서 이별의 슬픔으로
해피엔드,7,위선적인 부모와 지켜보는 아이
어스,6,"그것들 나타나고 나서부터는, 초반부의 지속되던 서스펜스가 확 날아가 버리네요.."
악마를 보았다,8,복수는 정말 무의미한 것일까...<세 번째 감상>
기생충,10,모든배우의 메쏘드연기에박수를
토이 스토리 4,10,역시 믿고보는 토이스토리입니다. 영상미와 음악 모든게 완벽했어요 ㅠㅠㅠ휴지필수입니다 감동까지있어요ㅜㅜ 5도 나왔으면..
위대한 개츠비,10,승리따위가 흉내낼 게츠비가 아니다
과속스캔들,6,유머로 108분을 이끈다.
롱 리브 더 킹: 목포 영웅,6,배우들땜에 6점준다..
호텔 뭄바이,7,"현장감만큼은 제대로 담았다,, 끔찍한 실화라서 즐기기위한 영화는 아니지만 연출력도 나쁘지 않았다"
업사이드,10,후회없는 선택 너무 재밌게 봤음
기생충,10,근 10년간 최고의 영화
사탄의 인형,10,어린 시절 인형 트라우마를 안겨줬던 처키. 이젠 귀엽고 친구 같은 처키.
롱 리브 더 킹: 목포 영웅,10,잼있습니다 가족영화로 좋아요
한낮의 유성,3,중학교 3학년정도가 보면 딱 좋아할 내용 너무 유치한 클리셰 투성이에 진부한 순정만화 그이상도 이하도 아님
기생충,10,인격을 가진 사람이 기생충으로 산다는 것 결코 쉽지않은 일이다
알라딘,10,진짜 최고에요 디즈니 실사중에 제일 재밌고 인상깊어요 제발 오래해주세요 시험 끝나면 세번은 보러 갈테니까 4D로도 보고싶어요 제발...
롱 리브 더 킹: 목포 영웅,4,제 평점은 평범한 사골국으로 하겠습니다 근데 이제 김래원을 곁들인
토이 스토리 4,10,장난감들의 시간도 끝 났고 나의 꿈꾸던 시절도 끝났다 ㅜ
알라딘,10,인생영화..ㅠㅠㅠㅠ 벅참..흥겨움 .. 노래 끝날때마다 박수칠뻔ㅠㅠ
캡틴 마블,10,너무 재밌게 잘 봤습니다 ㅎㅎ
토이 스토리 4,10,"선택받을 수 있는 것, 그리고 그것을 통제할 수 없음에 대해 생각해볼 수 있는 영화"
알라딘,10,너무 아름다운영화 또보고싶다
롱 리브 더 킹: 목포 영웅,8,김래원 안좋아하는데 쫌 멋지네
기생충,10,영화를 보는내내 나의 삶을 다시한번 되돌아보게 되었다.나또한 지금까지 무계획으로 살아왔던가. . .
롱 리브 더 킹: 목포 영웅,10,장세출이 너무 멋집니다
알라딘,10,윌스미스 캐리요 ㅋㅋㅋ
토이 스토리 4,10,포키: 우디는 아직 앤디를 잊지 못한 거 같아포키의 한마디에 정곡을 찔린 기분
롱 리브 더 킹: 목포 영웅,5,저는 별로 재미없었어요ㅠㅠ기생충은 진짜 재밌게 봤고 사실 이건 영화라기보다 드라마 느낌? 근데 마지막 엔딩은 좀 웃겼음ㅋㅋㅋ처음엔 졸려서 졸뻔햤는데 중간부터는 괜찮았지만 딱히 재밌진 않아쏘요..
샤잠!,3,어린이들이 보면 좋을거같아요
기생충,10,또 보고싶다 이런 영화!!
쓰리 세컨즈,10,나름 감동적인 영화였어요.박진감 넘치는 농구장면도 좋았고 3초의 진승부가 무지 짜릿했습니다.
토이 스토리 4,10,우디 돌려줘ㅠㅠㅠㅠ Reach for the sky
롱 리브 더 킹: 목포 영웅,1,아는 동생이랑 봤다가 서로 유치하고 재미없다고 투덜거리며 나옴~~ 9점 영화는 아님~~~ 솔직히 평하면 5.5점 영화~~ 해바라기 생각하고 갔다가 개실망하고 나옴~~ 김래원은 해바라기같은 영화 찍기를
사탄의 인형,10,많이 잔인한데 재미있게 잘 풀어냈네요ㅋㅋ 그래도 심하게 잔인하니 고어물 못보시면 고민 좀 해보시고 관람하시길 추천드려요 웃기고 무섭습니다....
세상을 바꾼 변호인,10,"시간가는줄 모르고 봤습니다마지막에 추가변론 하는장면부터 실제인물이 계단오를때...너무 멋있습니다또,배우 캐스팅 정말 잘 한거 같아요 ㅎㅎ"
토이 스토리 4,10,마지막 엔딩부분은 주마등처럼 그들의 지난 서사가 머리에서 쭈욱 지나쳐가는데 울컥해서 안 울수가 없었당ㅠㅠ우디야 그동안 수고했고 앞으로는 꽃길만 걷자! 5살때 내맘속 유일한 디즈니 왕자님!사랑해토이스토리!to infinity and beyond!!
뿔을 가진 소년,4,저예산이라지만 배우들의 연기력과 연출력은 저예산과 무관하다.
토이 스토리 4,10,잘 가 ! 파트너 To infinity and beyond!
기생충,8,보고난 영화가 이렇게 불쾌하고 찝찝한 경우는 처음. 씁쓸한 뒷맛이 너무 강렬해서 영화의 재미는 이미 사라져버림
토이 스토리 4,8,여전히 뭉클한 자립적인 시리즈의 에필로그.
호텔 뭄바이,9,"테러 현장을 담담하면서도 생동감있게, 그러나 액션은 스펙타클하게 담아냈다. 헐리웃 영화처럼 슬로우모션 없어서 좋았음."
더 플랜,1,믿고거르는 아님말고식 김어준쩌리 영상
롱 리브 더 킹: 목포 영웅,10,존잼에다 김래원 상남자에 더 반함아놔 진짜 핵 상남자 완전멋있음
업사이드,10,꼭보세요~ 좋은영화!
새드 무비,10,어린 진구의 우는 장면이 가장 기억에 남았음
토이 스토리 4,10,한줄로 설명. 돌아온 우디스토리 !지금 30대 초반이 공감할 수 있는 어린시절 추억이 다시 한 번 눈물을 ㅜㅜ
롱 리브 더 킹: 목포 영웅,10,웃기고 잼잇음 김래원 짱
달콤한 인생,10,내가본 최고의 느와르 입니다
롱 리브 더 킹: 목포 영웅,10,"역시 김래원.깡패면 깡패, 검사면 검사,의사면 의사 모든 역할 가능한 배우가 명품 김래원배우"
기생충,10,뭉클하기도 한 좋은 작품이였습니다
사탄의 인형,8,처키는 진짜 웰메이드로 계속 만들어줬으면 좋겠다. 이번처키는 옛날버전보다는 덜 무서워보이긴 함... 오브리플라자 조아
맨 인 블랙: 인터내셔널,10,전 꽤 재밌게 봤는데 평점이 낮네요..ㅋㅋㅋㅋ 취향 차인가.. 스토리도 그냥저냥 괜찮았는데..ㅠ 햄식이는 매우 잘 생겼고..
더 퍼지,1,답답하고 역겹다.자기전에 본다면 잠을 추천한다
롱 리브 더 킹: 목포 영웅,10,태식이형 남도로 내려갔소?아따 잼나고로
롱 리브 더 킹: 목포 영웅,10,기대없이 봤다가 재밌게보았네요
롱 리브 더 킹: 목포 영웅,10,정말 재밌었습니다ㅎㅎ
롱 리브 더 킹: 목포 영웅,10,김래원짱!!중간중간 까메오도 대박!!엔딩은 더대박!!
토이 스토리 4,10,그래픽이 기가 막히게 업그레드 됐고 볼거리가 4편 통틀어 가장 화려하고 쿠기영상 또한 보는 재미가 쏠쏠한 영화 였습니다
토이 스토리 4,10,오늘 홍대 롯데에서 관람을 했습니다..와우...짠 하더라...장남감도 참
맨 인 블랙: 인터내셔널,10,재밌게관람하고왓습니다~^^
토이 스토리 4,10,토이스토리 5 에서는 보니도 어른이 돼서 앤디가 그랬던 것 처럼 앤디의 아이에게 장난감을 선물한다면 최고의 결말일듯 장난감들이 다시 앤디의 품으로 돌아가는 장면을 보고싶음 토이스토리5에서 앤디가 아들이랑 장난감 가지고 노는 장면 나오면 기립박수 친다
크.레.이.지,8,남주가 심하게 잘생김 영화 재밌게 봤는데 평점이 안좋네요
콜보이,7,괜찮았다. 내용도 단순히 성적인게 아닌 그 내면을 표현하려 한 것이 느껴졌다.
토이 스토리 4,10,난 왜 어릴때부터 토이스토리 시리즈만 보면 맘이 짠하지?
엑스맨: 다크 피닉스,8,악당이 넘 약하다. 기대치 보단 약함
옥자,9,한동안 채식했어요.. 세상
토이 스토리 4,10,"기대 없이 봤는데 정말 최고였다.. 억지감동이 아닌 잔잔한여운과 유쾌함 .. 디즈니 작가,연출팀은 천재들의 집합소인가??ㅋㅋ"
김씨 표류기,10,지구를 지켜라에 이어 포스터 땜에 망한 명작
악마를 보았다,10,평점높이기 이병헌 최민식
롱 리브 더 킹: 목포 영웅,1,아니 영화마무리는 지어야지 갑자기 노래를 쳐불러부면 어쩌란거냐? 씌2벌 라라랜드여?
토이 스토리 4,10,솔직히 결말은 마음에 안 들었다 그래도 토이스토리라서 좋았다 오랜만에 보는 우디도 너무 좋았고... 우디 지금까지 너무 수고했어
맨 인 블랙: 인터내셔널,7,기대치 보단 실망했다. 보다가 살짝 잠도 들고...
롱 리브 더 킹: 목포 영웅,1,알바가 많은 건지 뽕짝을 좋아하는 건지...
토이 스토리 4,10,이건모말이필요없지 최고최고
알라딘,10,4차뛰고옴ㅎ 4d두번봤는데 영화관에따라 효과가 좀 다르네요 소장각이네ㅎㅎ
롱 리브 더 킹: 목포 영웅,4,기대를 한만큼 실망도 크네요... 미스터소크라테스에 해바라기가 섞인 것을 기대했는데 그것도 아니네요... 촬영하느라 고생하셨을것같아요! 잘봤습니다.
토이 스토리 4,10,우디의 삶을 존중해 사랑해 우디야
롱 리브 더 킹: 목포 영웅,10,진심 재밌게 봤어요^^김래원 넘 매력넘치고 멋있어요♡
변호인,10,세상에 이런 역사가 있다는게 뼈아프고 괴롭네요. 한편으로는 싸워주신 분들께 감사하고요
토이 스토리 4,10,"3편에선 눈물 콧물 범벅이 돼서 극장을 나왔고,이번 4편은 쉴틈없이 웃다가 우디가 보안관배치를 제시에게 주고 버즈와 장난감 친구들이 다같이 웃으며 우디를 안아주면서 작별 인사를 할때 눈물이 결국 왈칵 쏟아졌습니다.."
기생충,10,작품성이 최고네요 봉씨
거인,10,최우식의 연기를 보고 정말 감탄밖에 안 나왔어요.. 마지막에는 정말 인간의 극한을 보는 것 같아 마음이 먹먹했고 진짜 눈물이 나올 뻔했어요..
롱 리브 더 킹: 목포 영웅,5,하... 닳고 닳은 극본... 캐릭터가 한 명도 살지를 못하네...
북클럽,8,"낮은 기대치로 본 걸 고려해도 일단 웃기고 재밌다, 나이든 사람일 수록 공감은 크질 수 밖에 없다,"
롱 리브 더 킹: 목포 영웅,10,재밌음 진짜볼만함 김래원흥행영화 하나 나왔으면좋겠음 재밌음
롱 리브 더 킹: 목포 영웅,1,뒷내용이 뻔히 예상되는 빨갱이영화
시민 노무현,1,노무현이 살아생전 찼던 뇌물로받은거 중 하나인 피아제 영화관람 베스트후기 1인 추첨으로 경품 내걸면 어벤져스급 간다
토이 스토리 4,10,장난감으로 할 수 있는 가장 고귀한 이야기
토이 스토리 4,10,애니메이션을 보며 눈물을 흘리고 있는 저를 발견했습니다재미 감동 최고였습니다
뷰티풀 투모로우,10,"양손을 꼭잡고(쿄도 나도 어색) 행복한 입꼬리와 눈웃음, 벅찬 마음이 극장안을 꽉채웠다- 말해 뭐해, 우리 미정미박♡♡♡"
호텔 뭄바이,8,자극적이지 않게 흘러가지만 긴장을 늦출 수도 없다:
롱 리브 더 킹: 목포 영웅,1,완전 쌍팔년도 영화인데 여기만 반응 좋은게 신기하네요. 어떻게 이런 영화가 2019년도에 개봉하게 된거죠? 시대를 역행하는 느낌이에요.
토이 스토리 4,10,1 2 3 4 탄 한결같이 명작 초딩때의 감동 그대로다 ㄷㄷ 고맙다 토이스토리
토이 스토리 4,6,이 영화를 보면 토이스토리3편에서 보니가 왜 앤디의 부탁에 대답을 하지 않았는지 알 수 있다. 보니 너무한다 진짜.
새벽을 알리는 루의 노래,8,"발랄하고 새로운 소재.다만,,,, 완성도는 조금 아쉽"
롱 리브 더 킹: 목포 영웅,10,믿고보는 배우 멋이셔요 남자가봐도
내안의 그놈,8,살짝 유치하기도 하지만 재밌어요
어느 가족,10,정말 좋았어요. 좋은 영화 만들어주셔서 감사합니다
토이 스토리 4,10,네가 행복하면 됐어. to infinity and beyond!
알라딘,10,전혀 후회가 없는 영화. 왜 주변에서 음악을 듣고 가라고 했는지 이해가 갔다. 노래가 너무 좋아서 플레이 리스트에 저장도 했다. 아부 넘 귀여운 듯.
걸캅스,7,시의적절한 영화였다고 봅니다.
무스탕: 랄리의 여름,9,영화가 끝나고도.... 꺼지지 않는 ....기대이상!
롱 리브 더 킹: 목포 영웅,10,관람후 기분좋고 재밌어요~^^
천로역정: 천국을 찾아서,10,"인생의 터닝포인트가 되었습니다. 나 자신을 다시 되돌아 보게 만드는 애니메이션이었습니다. 감동도, 재미도 있지만 무엇보다 정말 유익합니다~"
알라딘,6,자스민 너무 아름답네요
하나레이 베이,8,며칠이 지나도 먹먹해지는. 아픔을 받아들이는 과정에 대하여
토이 스토리 4,10,Wating for 5th story
파이브 피트,6,"슬프긴 한데, 영화가 잼있진 않다."
로켓맨,8,15日굘한달남은코나퀸즈청하토론토우승서촌먹구름튀튀소나기대성집무악현대APT로켓맨엘튼존은정말뛰어난음악천재였고한편으론많이외로웠던사람이었구나아버지가그를꼭한번안아줬으면어땠을지♡곁에서작사를맡아준버니가있어든든했고에저튼이존의패션을번갈아착용하며노래하는장면정말로멋지더라♬
토이 스토리 4,10,기대한 만큼 재밌다 하 ㅜㅜ????
롱 리브 더 킹: 목포 영웅,6,보다 나왔다 재밌냐 이게?
알라딘,7,"미진한 캐릭터와 연기도 있지만, 그럼에도 불구하고 오에스티 작업과 자스민 때문이라도 봐야하는 영화!"
토이 스토리 4,10,마지막 우디와 버즈가 서로 번갈아가며 대사 치는 장면은 최고였다... 말로는 표현 못할 그 긴 세월 동안의 우정과 ‘우리 괜찮을거야’ 말해주는 것 같은 눈빛은 토이스토리와 함께 커온 팬들에게 눈물과 감동을 주기에 충분했었다.
롱 리브 더 킹: 목포 영웅,10,오랫만에 남자의 순정이 빛이나는 영화였어요.나오는 발걸음이 가벼웠어요.김래원을 응원합니다!!!
롱 리브 더 킹: 목포 영웅,6,드라마 국민여러분이 사기꾼이 국회로가고영화는 보스가 국회로 뭔가 비슷하네요 보면서 집중이 약간 안되었어요 ㅠㅠ 범죄도시 감독님영화라 기대했는데 살짝 아쉽네요
걸캅스,1,젠장할 영화 말이 필요한가?
토이 스토리 4,10,3가 역대급으로 깔끔한 엔딩이였다면이번 엔딩은 진짜 내 상상의 나래를 펼칠 수 있게 만든 엔딩이였다.
자백,8,"인터뷰 따려할때 공격적인게 좀 눈살 찌뿌리긴했는데 편집이야 어떻든, 실적따고 여론몰이하려 조작하던 전국정원에 문제가 있던건 사실인데, 적폐 청산한다 해놓고 새로운 적폐를 만들고있으니, 이런 피해자들이 또 안나온다는 보장이 없으련지"
맨 인 블랙: 인터내셔널,1,영혼보내기가 안되는 걸 보면 페미들 화력 떨어졌나봄. 페미팔이가 너무 많아져서 선택적 감수성이 팔요한 듯. 페미가 돈이 안되는 경우도 있다. 망. 햄스워드는 페미영화 전문배우 같음. 고스트버스터즈도 그랬고.
0.0MHz,5,이렇게 발전해 나가는 거지...
사탄의 인형,10,흠 어렵게상영시간찾아봤군 내만당할순없다
알라딘,10,노래도 스토리도 연기도 다 훌륭했어요 4d로 보는데 너무 재밌게 잘봤어요
알라딘,10,기대이상이네요. ㅎㅎ애니메이션 실사화중 가장 잘만든것같아요윌스미스가 제대로 살렸네요.ㅋ
기생충,8,아무리 생각을 해보아도..송강호는 왜? 칼을 들었나..? 초반부터 캐릭터가 그런 성격이 아닌데..착한 이선균 조여정 부부는 왜 그들에게 당해야 하는가? 그래서 송강호 일가족에게 동정심이 가지 않는다.
롱 리브 더 킹: 목포 영웅,10,원작과는 조금 다르지만 연기도 심도도 다 좋아요
알라딘,10,왜이제야봤는지 후회가될정도로 최고였다 전체관람가가 이렇게재밌다니 자스민은 정말 최고의발견 speechless
고질라: 킹 오브 몬스터,10,다음편이 기대된다~!
사바하,5,인류 최대의 사기극은 사람으로 하여금 신의 존재를 믿게 한 것...고로 모든 종교는 근본적으로 사이비야!
맨 인 블랙: 인터내셔널,7,킬링타임으로 나쁘지않다 적당히웃기고 뻔하디 뻔한 팝콘무비
롱 리브 더 킹: 목포 영웅,10,너무너무 재밋는 영화였어요!!통쾌한 액션! 김래원 배우님 너무 멋져요ㅎㅎ코믹하구 유쾌한 영화 짱이였어요!!!
평일 오후 3시의 연인,8,불륜미화 라기보다는 불륜의 현실을 잘 그려낸듯... 스토리도 흥미진진했고 연출이랑 음악이 굉장히 좋았어요.
셰이프 오브 워터: 사랑의 모양,1,역겨운 동물 색스..수간... 에휴 보는 내내 역겨웠다.
어벤져스: 엔드게임,10,초반약간지루 재밋음ㅎㅎ
어느 가족,9,백엔의 사랑 안도 사쿠라의 연기를 보고 더 알고 싶어서 보게 된 영화. 그러나 역시 황금종려상이라는 감탄을 하게 되네요
존 윅 - 리로드,10,10점이다 더이상 점수를 못주는게 안타까울 뿐이다
클레멘타인,10,전설의 영화....이 영화는 지옥같은 삶속 한줄기 빛과같은 명작
롱 리브 더 킹: 목포 영웅,10,기대안하고봤는데 너무재밌닼ㅋㅋ오랜만에 꿀잼영화 !!완전강추강추강추
토이 스토리 4,10,엉엉 울었다ㅠㅠ 수고했어 우디ㅠㅠ
사탄의 인형,4,인형이 공포스럽다기 보다는 부담스럽고인형이 싸이코라기 보다는 스토커에 더 가깝다.
존 윅,10,영화를 본 사람이라면 네이버 평점 10점 남기는게 정상인 배운사람 특
업사이드,8,무겁지 않고 웃기게 잘 만들었네요... 장애인 소재의 영화는 많지만 가장 재밌게 봤어요. 미비포유보다 좋았음
알라딘,10,애애어악ㅈㄱㄷㄱ진ㄱㅅㄱㅅ
롱 리브 더 킹: 목포 영웅,10,너무재밌었어요!! 역시 배우김래원!!
롱 리브 더 킹: 목포 영웅,1,처음으로 영화보다가 핸드폰함 여기요 여기요 밖에 못하는 여주 그런 여주한테 한눈에 반해 깡패짓 갑자기 그만둔 래원
롱 리브 더 킹: 목포 영웅,10,최고다 김래원 ... 연기탑이다. 장동건보다 오만배 조타
사탄의 인형,6,그것 제작진답게 무섭다기보다는 스릴 넘치는 장면이 꽤 있어서 괜찮게 봤어요. 울트론급으로 강해진 처키ㄷㄷㄷ
사탄의 인형,8,예전 처키만큼 못하다만 추억살짝 돋아서 후하게 준다
집으로 가는 길,10,짱쯔이 너무 이뿌다..
알라딘,10,"애니를 뛰어넘은 실사판 영화.. 영화 처음 시작할 때 디즈니 노래 나오는 순간부터 소름 돋았다.. 배우들 연기, 연출, 음악 모든 게 갓벽"
롱 리브 더 킹: 목포 영웅,10,진짜 넘 재밌게 계속 웃다 나왔네요. 만화 소장각입니다 ㅎ영화 잘 만들어줘서 기부니가좋아요
롱 리브 더 킹: 목포 영웅,10,김래원의 연기맛을 볼수있다. 이영화
토이 스토리,10,내어릴적 추억이자 덮어두었던 보물
알라딘,9,영화를 보고 난 후에도 ost가 귓가에 맴돈다 그만큼 노래도 좋았고 연출도 훌륭했다! 배우들 연기는 당근빠따
토이 스토리 4,10,픽사 다음 작품은 몬스터주식회사 관련임
토이 스토리 4,10,결말이 마음에 안들지만 갓띵작
백엔의 사랑,8,'어느 가족'을 보고 안도 사쿠라를 더 보고 싶어서 보게 된 영화. 일본 영화의 분위기가 좋네요.
히든 피겨스,10,"인권의 중요성을 깨달았다. 유색인종과 여성도 인간이라는, 매우 당연하지만 또 자꾸만 잊혀지는 관념을 다시 한 번 마음속에 깊이 새기는 계기가 되었다. 재미있는 배경과 흥미로운 시나리오도 만족스럽다.강추!!!!(저 초딩이에요 사실^^)"
기생충,10,근래에 본 영화 중에 최고 걸작이다
토이 스토리 4,10,3을 넘을 수 없을거라 생각했는데 그와 맞먹는 감동과 재미 ㅠ__ㅠ 또 보러 가야겠다
터미네이터 2,10,Hasta la vista babe.
겟 아웃,8,흥미진진한 코미디영화.
호텔 뭄바이,10,최근에 본 영화중에 제일 긴장감 넘쳤다
롱 리브 더 킹: 목포 영웅,6,엔딩 쿠키영상에서는 괜찮아서 다 보고나왔는데 내용은 그저그런 영화였다. 사랑에 대한 개연성도 부족해보였고..그부분을 좀더 보여쥤다면 아~했을텐데 많이 아쉽다..
토이 스토리 4,10,"웃다가 울다가 너무 행복에 벅찬 감동 정말 오랜만이다. 토이스토리3가 완벽하게 끝나서 걱정햇는데.. 정말 괜한 걱정이었다. 새로운 서막이 열린듯 했다 무한한 공간, 저 너머로.. 응원할게 우디, 너의 새로운 세계를! 꼭 행복하기를.."
